"","Title","Location","Plaque.text.Description","Agriculture","Archaeology","Artsculture","Blackheritage","Buildingsstructures","Communities","Disasters","Education","Environment","Exploration","FirstNations","Franco","Furtrade","Industry","Organizations","People","Politics","Religion","Scientific","Sports","Transportation","Warconflict","Womenhist","Region","County.District","Municipality","Latitude","Longitude"
"729","Madill Church 1873, The","At the church, Madill Church Road, just west of Highway 11, about 6 km south of Huntsville","This pioneer squared-timber church, one of the few remaining examples of its type in Ontario, was begun in 1872 and completed the next year. Following the surveys of Stephenson Township in 1862 and 1871, and the extension of the Muskoka Road to the site of Huntsville in 1870, many settlers took up land in this area. One of these, John Madill, donated an acre of land for the church and burying ground and the members of the congregation contributed the logs. The first services were conducted by itinerant missionaries of the Wesleyan Methodist Church. Although no longer in regular use, an annual service is still held here by The United Church of Canada.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Central Ontario","District Municipality of Muskoka","Town of Huntsville",45.293783,-79.272917
"730","Magnetawan Lock, The","Near the lock, Highway 520, Magnetawan","The lock at Magnetawan, built by the Ontario Government, 1883 86, was replaced in 1911 by the present concrete structure. The original stone-filled timber cribwork measured 112 by 28 feet.
The lock raised or lowered steamers about ten feet, enabling them to run between Ahmic Harbour, ten miles below Magnetawan, and Burks Falls, twenty miles above it. In the quarter-century following its completion, an average of 704 passages were made through the lock by steamships each season. Notable among those ships were the ""Wenonah"" (1886), ""Glenrosa"" (1891), ""Wanita"" (1896), ""Glenada"" (1904), and ""Armour"" (1906). The ""Mike"", the last steamship by ply these waters, was removed from the river about 1934.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Northern Ontario","District of Parry Sound","Township of Magnetawan",NA,NA
"731","Magnetawan River Steam Navigation","Near the boatlaunch in Burks Falls Park, Highway 520, Burks Falls","The first steamboat on the Magnetawan River was the 34-foot ""Pioneer"", built in 1879 for service between Magnetawan and Burks Falls, a distance of 20 miles. In 1886, a lock was completed at Magnetawan, enabling steam service to be extended an additional 10 miles to Ahmic Harbour. Other steamers came into service, notably the ""Wenonah"" (1886), ""Glenrosa"" (1891), ""Wanita"" (1896), ""Glenada"" (1904) and ""Armour"" (1906). These and others provided the only efficient means of transporting passengers and freight from this landing at the railhead in Burks Falls to the scattered settlements along the river. However, the advent of the automobile doomed these colourful craft, the last of which, the ""Mike"", ceased operation about 1934.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Northern Ontario","District of Parry Sound","Village of Burk's Falls",NA,NA
"732","Major Charles Stuart 1783-1865","In Bayview Park, Bay Street, Thornbury","Son of a British army officer, Stuart was born in Jamaica. After fourteen years' service as a commissioned officer in the service of the East India Company, he came to Upper Canada in 1817. Devoutly religious, Stuart found an outlet for his humanitarian zeal in vigorous anti-slavery activity. Although most of his written works are polemical tracts denouncing slavery, his ""The Emigrants Guide to Upper Canada"" is a useful summary of the progress of areas most suited to settlement. In 1851 he moved to this area where he encouraged the establishment of a small settlement at Lora Bay. On his death in 1865 he was buried at Lora Bay but was later removed to the nearby Thornbury- Clarksburg cemetery.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Southwestern Ontario","County of Grey","Town of Blue Mountains",44.560867,-80.444183
"733","Major James Morrow Walsh 1840-1905","In Centennial Park, King Street West, Prescott","Born and educated in Prescott, Walsh was trained at military schools at Kingston and by 1873 had attained the rank of Major in the militia. In that year he was commissioned in the newly formed North-West Mounted Police. While in charge at Fort Walsh, in present-day Saskatchewan, he became known for his influence and friendship with Sitting Bull, chief of the approximately 5,000 Sioux who sought refuge in Canada 1876- 77, and for his role in the negotiations for their return to the United States. Walsh retired in 1883 but fourteen years later, at the height of the Klondike gold rush, he was appointed first Commissioner of the Yukon and Superintendent of the North- West Mounted Police there. In 1898 he retired to his home in Brockville.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,"Eastern Ontario","United Counties of Leeds and Grenville","Town of Prescott",44.710683,-75.511433
"734","Major John Richardson 1796-1852","In front of Laura Secord Public School, Walnut and Queen streets, Queenston","This pioneer historian, author and soldier was born in Queenston. His family moved to Amherstburg about 1802, and at the outbreak of the War of 1812, Richardson joined the British army. Retired on half pay in 1818 in London, England, he published the epic poem ""Tecumseh"" and the celebrated historical novel ""Wacousta"" which established his literary reputation. In 1838, Richardson returned to Upper Canada where he published two weekly newspapers, ""The New Era"" (1841-42) and ""The Canadian Loyalist"" (1843-44). His later works, ""Eight Years in Canada"" and ""The War of 1812"", provide invaluable historical information. In 1848, he moved to New York City and died in poverty.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Niagara Falls and Region","Regional Municipality of Niagara","Town of Niagara-on-the- Lake",NA,NA
"736","Major-General The Honourable Aeneas Shaw","At the entrance to Trinity Bellwoods Park near the site of his former home, Queen Street West opposite Strachan Avenue, Toronto","Aeneas Shaw, a son of Aeneas, 9th Chief of Clan Ay, was born at Tordarroch, near Inverness, Scotland. A Loyalist, he served in the Queen's Rangers during the American Revolution, and later settled in what is now New Brunswick. Commissioned in the reorganized Queen's Rangers, he went to Quebec in 1792 and from there led the Rangers' first division to Upper Canada. The following year he settled at York (now Toronto) and later built a house in this vicinity. He was appointed to the Executive and Legislative Councils in 1794. In 1807 he became Adjutant- General of Militia, was promoted Major-General in 1811, and served in the War of 1812. He died at York, February 6, 1814.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,"Greater Toronto Area","City of Toronto (District)","City of Toronto",NA,NA
"737","Malcolm Cameron 1808-
1876","In Stewart Park, behind the town hall, 80 Gore Street East, Perth","A prominent Upper Canadian entrepreneur and politician, Cameron was born in Trois-Rivieres. He began his business career in Perth, establishing himself as a general merchant and in 1834 co-founding the Bathurst Courier. In 1837 he moved to Port Sarnia where he developed lumbering, shipping and milling enterprises. Although a successful businessman, Cameron gained renown in politics. He was elected to the legislature as the member for Lanark in 1836 and, representing this, then several western ridings, remained politically active with only occasional interruptions until his death. Pursuing a generally reform-minded, if sometimes erratic course, he served as minister in the moderate administrations of the 1840s and early 1850s. Cameron is best remembered, however, as an early leader in the radical Clear Grit movement.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,"Eastern Ontario","County of Lanark","Town of Smiths Falls",NA,NA
"738","Manitowaning Indian Treaties, The","On the grounds of the Assiginack Museum, Arthur and Nelson Streets, Manitowaning","The treaties of 1836 and 1862 between chiefs of the Ojibwa and Ottawa nations and the Canadian government greatly  influenced the future of Manitoulin. The first treaty designated the entire island as a reserve for all natives wishing to settle there, while the second opened Manitoulin, exclusive of its eastern peninsula, to general settlement.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Northern Ontario","District of Manitoulin","Manitowaning",NA,NA
"739","Manitowaning Mission, The","On the grounds of St. Paul's Anglican Church, Spragge Street, Manitowaning","In the 1830s, officials urged native peoples in Upper Canada to abandon seasonal fishing and hunting migrations and settle permanently in agricultural communities. To this end, the government established a mission at Manitowaning under the auspices of the Anglican Church in 1838. A school, houses and workshops for teaching trades were constructed. The mission encouraged farming, but crops were meagre. Few aboriginal people chose to settle permanently at Manitowaning, and in 1864 the mission was moved to the Sheguiandah Reserve. This mission church, erected by native parishioners by 1849, is the oldest church in Manitoulin-Algoma.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Northern Ontario","District of Manitoulin","Manitowaning",NA,NA
"740","Marie Dressler 1868-
1934","At the cottage believed to be her birthplace, Dressler House, 212 King Street West, Cobourg","Leila Maria Koerber, a talented actress and singer known internationally as Marie Dressler, was born in Cobourg. About 1883, she joined a touring stock company, later gaining recognition on Broadway in a series of successful comedy productions, including ""Tillie's Nightmare"". Although she made her first film in 1914, entitled ""Tillie's Punctured Romance"" with Charlie Chaplin, her real success in motion pictures began in 1930 when she played in ""Anna Christie"" with Greta Garbo.
During the following years, she made over twenty films and created her best-known character roles such as ""Min"" and ""Tugboat Annie"". In 1931, she received the best actress award given annually by the Motion Picture Academy of Arts and Sciences. Marie Dressler died three years later at Santa Barbara, California.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Central Ontario","County of Northumberland","Town of Cobourg",43.95925,-78.174517
"741","Marie-Rose Turcot 1887-
1977","At the Rideau Branch of the Ottawa Public Library, 377 Rideau Street, Ottawa.","Born in Laurierville, Quebec, Marie-Rose Turcot moved to Ottawa around the age of 20 to work in the civil service. Later, working as a journalist, Marie-Rose Turcot published in the daily newspaper Le Droit, as well as in several other weekly and daily publications in Ottawa and Montreal, sometimes using the pseudonym Constance Bayard. She also worked in broadcast journalism for the French radio station CKCH in Hull, Quebec.
Turcot was the author of a novel, several collections of short stories, and poems, and was a pioneer in collecting and publishing Franco-Ontarian folk tales. She was active in a number of French-Canadian cultural organizations in Ottawa, including Le Caveau, as well as in professional associations. She lived in Ottawa for most of her life, and died in Orléans.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Ottawa","City of Ottawa (District)","City of Ottawa",45.4301102,-75.6832217
